bam	sample_id	spaceranger_dir	snp_dir
NULL	Z001-U1	/Users/mw9568/Work/ragr/sim/simulated_data_related/numcnas6.3_cnasize5e7_ploidy2_random6/	/Users/mw9568/Work/ragr/sim/simulated_data_related/numcnas6.3_cnasize5e7_ploidy2_random6/
